ticket_id,request_date,week_start,channel,department,request_type,customer_type,priority,status,response_hours,resolution_hours,response_sla_hours,resolution_sla_hours,first_response_met,resolution_sla_met,rework_required,revenue_value,cost_estimate,estimated_margin,satisfaction_score
REQ-10074,2026-03-27,2026-03-23,Referral,Scheduling,Appointment Change,Parent,Normal,Closed,3.08,20.58,8,72,1,1,0,160,56.53,103.47,4.27
REQ-10190,2026-03-27,2026-03-23,Web Form,Billing,Invoice Correction,Parent,Normal,In Progress,2.4,0.0,8,72,1,1,0,340.84,118.85,221.99,4.08
REQ-10360,2026-03-27,2026-03-23,Email,Billing,Billing Question,Internal Staff,Normal,In Progress,3.38,0.0,8,72,1,1,0,210.88,97.73,113.15,3.8
REQ-10490,2026-03-27,2026-03-23,Referral,Admin Operations,Vendor Record Update,Parent,Normal,In Progress,2.68,0.0,8,72,1,1,0,251.99,86.87,165.12,4.16
REQ-10528,2026-03-27,2026-03-23,Email,Scheduling,Appointment Change,Parent,Normal,Closed,1.48,22.3,8,72,1,1,0,213.32,78.14,135.18,4.25
REQ-10094,2026-03-28,2026-03-23,Walk-In,Data & Reporting,Dashboard Request,Internal Staff,Low,Closed,1.78,18.1,16,120,1,1,1,1133.67,531.19,602.48,4.1
REQ-10214,2026-03-28,2026-03-23,Phone,Client Success,Service Follow-Up,Small Business,Normal,Closed,1.59,5.72,8,72,1,1,0,316.43,133.91,182.52,4.52
REQ-10238,2026-03-28,2026-03-23,Web Form,Billing,Billing Question,Small Business,High,Closed,2.24,14.93,4,36,1,1,0,300.03,91.28,208.75,4.5
REQ-10278,2026-03-28,2026-03-23,Web Form,Systems Operations,Intake Form Issue,Vendor,Normal,Closed,4.28,13.88,8,72,1,1,0,467.32,219.52,247.8,4.2
REQ-10332,2026-03-28,2026-03-23,Web Form,Data & Reporting,Data Export,Small Business,Normal,Closed,6.3,18.6,8,72,1,1,0,443.32,97.68,345.64,4.15
REQ-10422,2026-03-28,2026-03-23,Phone,Data & Reporting,Data Export,Student,Normal,In Progress,3.88,0.0,8,72,1,1,1,373.7,237.56,136.14,3.78
REQ-10453,2026-03-28,2026-03-23,Phone,Data & Reporting,Dashboard Request,Vendor,Low,Closed,2.63,13.94,16,120,1,1,0,811.02,280.86,530.16,4.51
REQ-10573,2026-03-28,2026-03-23,Phone,Billing,Invoice Correction,Internal Staff,Normal,Open,1.47,0.0,8,72,1,1,0,329.48,82.98,246.5,4.42
REQ-10170,2026-03-29,2026-03-23,Email,IT Support,Account Setup,Parent,Normal,Closed,3.63,23.09,8,72,1,1,0,256.01,80.73,175.28,3.8
REQ-10193,2026-03-29,2026-03-23,Walk-In,Systems Operations,Automation Request,Small Business,Normal,Closed,2.1,20.61,8,72,1,1,0,1069.48,328.09,741.39,4.32
REQ-10268,2026-03-29,2026-03-23,Walk-In,Systems Operations,Automation Request,Small Business,Normal,Closed,9.27,33.62,8,72,0,1,0,1185.83,564.7,621.13,3.94
REQ-10334,2026-03-29,2026-03-23,Web Form,Client Success,Service Follow-Up,Vendor,Low,Closed,6.74,7.54,16,120,1,1,0,260,127.8,132.2,4.42
REQ-10345,2026-03-29,2026-03-23,Email,Scheduling,Appointment Change,Parent,Low,Closed,7.23,8.03,16,120,1,1,0,162.9,46.06,116.84,4.51
REQ-10379,2026-03-29,2026-03-23,Email,Billing,Billing Question,Vendor,Low,Closed,4.48,22.92,16,120,1,1,0,199.85,82.12,117.73,4.28
REQ-10417,2026-03-29,2026-03-23,Email,Scheduling,Appointment Change,Small Business,Low,In Progress,2.72,0.0,16,120,1,1,1,145.68,77.18,68.5,3.8
REQ-10447,2026-03-29,2026-03-23,Phone,Client Success,Service Follow-Up,Small Business,Normal,Open,1.97,0.0,8,72,1,1,0,309.54,108.34,201.2,4.26
REQ-10468,2026-03-29,2026-03-23,Email,Systems Operations,Intake Form Issue,Vendor,Normal,Open,2.9,0.0,8,72,1,1,1,560.67,293.9,266.77,3.81
REQ-10033,2026-03-30,2026-03-30,Phone,Client Success,Service Follow-Up,Student,Normal,Closed,3.05,8.75,8,72,1,1,0,281.82,67.08,214.74,4.5
REQ-10045,2026-03-30,2026-03-30,Email,Data & Reporting,General Request,Internal Staff,Normal,Closed,3.6,8.75,8,72,1,1,1,1063.72,628.62,435.1,3.9
REQ-10320,2026-03-30,2026-03-30,Email,Scheduling,Appointment Change,Parent,High,Closed,1.94,5.56,4,36,1,1,0,205.59,73.55,132.04,4.51
REQ-10323,2026-03-30,2026-03-30,Phone,Billing,Invoice Correction,Small Business,Normal,Closed,2.98,14.19,8,72,1,1,0,306.78,147.45,159.33,4.58
REQ-10423,2026-03-30,2026-03-30,Email,IT Support,Account Setup,Small Business,Normal,Open,2.72,0.0,8,72,1,1,0,320,120.17,199.83,4.14
REQ-10459,2026-03-30,2026-03-30,Email,Billing,Billing Question,Internal Staff,High,Closed,1.92,8.07,4,36,1,1,0,153.19,64.5,88.69,4.49
REQ-10028,2026-03-31,2026-03-30,Phone,Billing,Invoice Correction,Parent,High,Closed,1.94,6.02,4,36,1,1,1,241.21,80.44,160.77,4.04
REQ-10137,2026-03-31,2026-03-30,Referral,Billing,Invoice Correction,Student,Normal,Closed,1.84,9.4,8,72,1,1,0,311.78,108.4,203.38,4.59
REQ-10302,2026-03-31,2026-03-30,Email,Data & Reporting,Data Export,Parent,Normal,In Progress,7.4,0.0,8,72,1,1,0,694.64,321.7,372.94,4.2
REQ-10364,2026-03-31,2026-03-30,Walk-In,Billing,Billing Question,Small Business,Normal,Closed,3.26,8.56,8,72,1,1,1,290.65,123.09,167.56,3.94
REQ-10563,2026-03-31,2026-03-30,Walk-In,Admin Operations,Vendor Record Update,Small Business,Normal,Closed,2.84,7.43,8,72,1,1,0,232.8,81.48,151.32,4.44
REQ-10107,2026-04-01,2026-03-30,Email,Systems Operations,Intake Form Issue,Internal Staff,Low,In Progress,5.8,0.0,16,120,1,1,1,555.8,361.91,193.89,3.78
REQ-10173,2026-04-01,2026-03-30,Web Form,Data & Reporting,Data Export,Small Business,Normal,Closed,1.7,12.24,8,72,1,1,0,373.15,145.56,227.59,3.8
REQ-10183,2026-04-01,2026-03-30,Email,Admin Operations,Vendor Record Update,Parent,Normal,Closed,1.16,19.37,8,72,1,1,0,230.47,115.23,115.24,4.38
REQ-10192,2026-04-01,2026-03-30,Web Form,Data & Reporting,Data Export,Small Business,High,In Progress,3.55,0.0,4,36,1,1,1,480,245.8,234.2,3.66
REQ-10259,2026-04-01,2026-03-30,Web Form,Data & Reporting,Dashboard Request,Parent,High,Closed,0.91,12.0,4,36,1,1,0,898.28,223.3,674.98,4.48
REQ-10387,2026-04-01,2026-03-30,Email,Scheduling,Appointment Change,Parent,Normal,Closed,2.33,4.44,8,72,1,1,0,168.51,80.33,88.18,4.4
REQ-10435,2026-04-01,2026-03-30,Web Form,Client Success,Service Follow-Up,Small Business,Normal,Closed,5.12,11.44,8,72,1,1,0,268.28,91.1,177.18,4.51
REQ-10003,2026-04-02,2026-03-30,Web Form,Billing,Billing Question,Parent,Low,In Progress,4.89,0.0,16,120,1,1,1,210.7,111.67,99.03,3.9
REQ-10147,2026-04-02,2026-03-30,Web Form,Systems Operations,Intake Form Issue,Vendor,Low,Open,1.78,0.0,16,120,1,1,1,405.71,321.85,83.86,4.17
REQ-10493,2026-04-02,2026-03-30,Email,Scheduling,Appointment Change,Student,Normal,Closed,6.15,8.75,8,72,1,1,0,126.95,62.63,64.32,4.21
REQ-10520,2026-04-02,2026-03-30,Email,Systems Operations,Intake Form Issue,Parent,Normal,Closed,2.23,14.71,8,72,1,1,0,517.4,181.09,336.31,4.37
REQ-10526,2026-04-02,2026-03-30,Web Form,Scheduling,Appointment Change,Small Business,Low,In Progress,4.59,0.0,16,120,1,1,0,136.71,70.48,66.23,4.3
REQ-10561,2026-04-02,2026-03-30,Email,Systems Operations,Intake Form Issue,Student,Normal,Open,2.9,0.0,8,72,1,1,0,370.57,129.7,240.87,4.41
REQ-10035,2026-04-03,2026-03-30,Web Form,Client Success,Service Follow-Up,Internal Staff,Normal,Closed,5.85,8.75,8,72,1,1,0,260.5,141.69,118.81,4.41
REQ-10105,2026-04-03,2026-03-30,Email,Data & Reporting,Dashboard Request,Internal Staff,Normal,Closed,2.41,46.29,8,72,1,1,0,1055.62,386.22,669.4,3.8
REQ-10110,2026-04-03,2026-03-30,Phone,Scheduling,Appointment Change,Parent,Normal,Open,1.39,0.0,8,72,1,1,0,161.62,68.3,93.32,4.37
REQ-10126,2026-04-03,2026-03-30,Email,Data & Reporting,Data Export,Internal Staff,High,Closed,1.64,7.85,4,36,1,1,1,650.78,281.78,369.0,4.2
REQ-10300,2026-04-04,2026-03-30,Referral,Billing,Billing Question,Internal Staff,Low,Closed,7.99,17.3,16,120,1,1,0,210,49.46,160.54,4.1
REQ-10505,2026-04-04,2026-03-30,Email,Admin Operations,Vendor Record Update,Small Business,Low,In Progress,2.45,0.0,16,120,1,1,0,243.66,96.97,146.69,4.18
REQ-10279,2026-04-05,2026-03-30,Email,Billing,Invoice Correction,Parent,Normal,Closed,4.71,28.12,8,72,1,1,0,391.1,132.17,258.93,4.12
REQ-10337,2026-04-05,2026-03-30,Phone,Data & Reporting,Dashboard Request,Internal Staff,High,Closed,1.55,7.55,4,36,1,1,0,1114.68,427.85,686.83,4.51
REQ-10378,2026-04-05,2026-03-30,Web Form,Data & Reporting,Data Export,Vendor,Normal,Closed,3.4,10.45,8,72,1,1,1,497.87,361.44,136.43,4.11
REQ-10474,2026-04-05,2026-03-30,Web Form,Data & Reporting,Dashboard Request,Parent,High,Closed,2.13,3.93,4,36,1,1,0,850,348.5,501.5,4.4
REQ-10551,2026-04-05,2026-03-30,Web Form,Client Success,Service Follow-Up,Vendor,High,Closed,1.12,6.14,4,36,1,1,0,260,77.54,182.46,4.39
REQ-10587,2026-04-05,2026-03-30,Web Form,Data & Reporting,Dashboard Request,Student,Normal,Open,3.05,0.0,8,72,1,1,0,777.02,340.22,436.8,4.15
REQ-10602,2026-04-05,2026-03-30,Walk-In,Billing,Billing Question,Parent,Normal,Closed,3.95,12.04,8,72,1,1,1,231.1,99.86,131.24,3.9
REQ-10622,2026-04-05,2026-03-30,Walk-In,Billing,Invoice Correction,Internal Staff,Normal,In Progress,0.85,0.0,8,72,1,1,0,208.99,113.0,95.99,4.16
REQ-10032,2026-04-06,2026-04-06,Email,Billing,Invoice Correction,Small Business,Low,Closed,8.3,11.93,16,120,1,1,0,330.23,88.55,241.68,4.31
REQ-10051,2026-04-06,2026-04-06,Referral,Data & Reporting,Dashboard Request,Small Business,Normal,Open,3.16,0.0,8,72,1,1,0,1145.83,450.26,695.57,4.1
REQ-10209,2026-04-06,2026-04-06,Web Form,Scheduling,Appointment Change,Small Business,High,Closed,3.56,4.36,4,36,1,1,0,168.73,78.88,89.85,3.8
REQ-10270,2026-04-06,2026-04-06,Email,Systems Operations,Automation Request,Internal Staff,Low,Open,7.44,0.0,16,120,1,1,0,1375.85,319.06,1056.79,4.24
REQ-10449,2026-04-06,2026-04-06,Email,Data & Reporting,Data Export,Student,High,In Progress,5.08,0.0,4,36,0,1,0,555.28,226.28,329.0,4.17
REQ-10617,2026-04-06,2026-04-06,Referral,Scheduling,General Request,Internal Staff,Normal,Open,6.6,0.0,8,72,1,1,0,175.43,91.0,84.43,4.23
REQ-10093,2026-04-07,2026-04-06,Email,Scheduling,Appointment Change,Student,Normal,Open,3.05,0.0,8,72,1,1,0,165.47,84.12,81.35,4.43
REQ-10135,2026-04-07,2026-04-06,Web Form,Systems Operations,Intake Form Issue,Parent,High,In Progress,1.4,0.0,4,36,1,1,0,367.68,115.54,252.14,4.38
REQ-10181,2026-04-07,2026-04-06,Referral,Billing,Billing Question,Vendor,Normal,Closed,1.3,6.89,8,72,1,1,0,236.58,82.8,153.78,4.51
REQ-10212,2026-04-07,2026-04-06,Email,IT Support,Account Setup,Internal Staff,Normal,Closed,3.2,8.75,8,72,1,1,0,332.2,156.88,175.32,4.4
REQ-10339,2026-04-07,2026-04-06,Email,Data & Reporting,Dashboard Request,Parent,Normal,Closed,2.09,9.3,8,72,1,1,0,1227.77,588.84,638.93,4.5
REQ-10352,2026-04-07,2026-04-06,Walk-In,Scheduling,Appointment Change,Internal Staff,Low,Open,4.11,0.0,16,120,1,1,0,129.54,51.37,78.17,4.03
REQ-10401,2026-04-07,2026-04-06,Phone,Systems Operations,Intake Form Issue,Internal Staff,Low,In Progress,1.6,0.0,16,120,1,1,0,354.39,107.73,246.66,4.17
REQ-10179,2026-04-08,2026-04-06,Web Form,Admin Operations,Vendor Record Update,Internal Staff,Normal,In Progress,2.34,0.0,8,72,1,1,0,160.78,67.5,93.28,4.15
REQ-10471,2026-04-08,2026-04-06,Web Form,Admin Operations,Vendor Record Update,Vendor,Normal,In Progress,3.08,0.0,8,72,1,1,0,155.59,52.83,102.76,4.23
REQ-10598,2026-04-08,2026-04-06,Referral,Scheduling,Appointment Change,Student,Normal,In Progress,3.48,0.0,8,72,1,1,0,160,81.7,78.3,3.8
REQ-10606,2026-04-08,2026-04-06,Email,Systems Operations,Intake Form Issue,Vendor,Low,Closed,5.79,18.81,16,120,1,1,0,420.79,113.56,307.23,4.11
REQ-10248,2026-04-09,2026-04-06,Walk-In,Billing,Invoice Correction,Parent,Normal,Closed,2.97,8.75,8,72,1,1,0,280,61.25,218.75,3.8
REQ-10545,2026-04-09,2026-04-06,Email,Admin Operations,Vendor Record Update,Internal Staff,Normal,Closed,8.22,12.19,8,72,0,1,1,180,81.28,98.72,3.85
REQ-10036,2026-04-10,2026-04-06,Walk-In,Systems Operations,General Request,Student,Normal,In Progress,2.0,0.0,8,72,1,1,0,314.68,110.14,204.54,4.18
REQ-10429,2026-04-10,2026-04-06,Walk-In,Systems Operations,Automation Request,Parent,Normal,Closed,3.82,8.75,8,72,1,1,0,886.23,281.9,604.33,4.1
REQ-10492,2026-04-10,2026-04-06,Web Form,Data & Reporting,General Request,Parent,Normal,Closed,1.39,38.7,8,72,1,1,0,430.86,105.2,325.66,4.25
REQ-10502,2026-04-10,2026-04-06,Web Form,Systems Operations,Automation Request,Parent,Urgent,In Progress,1.2,0.0,2,24,1,1,0,1108.7,364.95,743.75,4.45
REQ-10539,2026-04-10,2026-04-06,Web Form,Systems Operations,Intake Form Issue,Student,Normal,Closed,1.26,7.85,8,72,1,1,1,363.61,170.15,193.46,4.1
REQ-10101,2026-04-11,2026-04-06,Phone,Billing,Billing Question,Parent,High,Closed,2.42,14.69,4,36,1,1,0,210,73.96,136.04,4.61
REQ-10276,2026-04-11,2026-04-06,Walk-In,IT Support,Account Setup,Student,Normal,Closed,3.05,15.84,8,72,1,1,0,273.05,78.24,194.81,4.48
REQ-10298,2026-04-11,2026-04-06,Phone,Client Success,Service Follow-Up,Vendor,Normal,Closed,2.31,9.67,8,72,1,1,0,331.12,100.84,230.28,4.5
REQ-10317,2026-04-11,2026-04-06,Web Form,Data & Reporting,Dashboard Request,Parent,High,Closed,2.86,6.14,4,36,1,1,0,624.28,283.49,340.79,4.4
REQ-10329,2026-04-11,2026-04-06,Phone,Data & Reporting,Dashboard Request,Vendor,Urgent,Open,1.2,0.0,2,24,1,1,0,1105.71,361.23,744.48,4.24
REQ-10424,2026-04-11,2026-04-06,Web Form,Billing,Billing Question,Vendor,Low,Closed,4.2,27.34,16,120,1,1,0,230.79,57.93,172.86,4.25
REQ-10478,2026-04-11,2026-04-06,Phone,Client Success,Service Follow-Up,Small Business,Normal,Closed,1.59,34.49,8,72,1,1,0,304.65,136.34,168.31,4.42
REQ-10507,2026-04-11,2026-04-06,Email,Systems Operations,Intake Form Issue,Parent,Urgent,Closed,1.4,7.92,2,24,1,1,0,349.68,162.5,187.18,4.7
REQ-10143,2026-04-12,2026-04-06,Unknown,Scheduling,Appointment Change,Unknown,Low,Open,6.53,0.0,16,120,1,1,0,125.19,32.73,92.46,4.19
REQ-10165,2026-04-12,2026-04-06,Phone,IT Support,Account Setup,Small Business,High,In Progress,1.38,0.0,4,36,1,1,0,270.54,107.96,162.58,4.46
REQ-10168,2026-04-12,2026-04-06,Phone,Billing,Invoice Correction,Student,Normal,Closed,3.41,10.9,8,72,1,1,0,285.57,88.6,196.97,4.45
REQ-10397,2026-04-12,2026-04-06,Walk-In,Data & Reporting,Dashboard Request,Student,High,Closed,3.74,6.14,4,36,1,1,0,779.55,226.98,552.57,4.51
REQ-10418,2026-04-12,2026-04-06,Unknown,Data & Reporting,Data Export,Internal Staff,Low,Open,5.9,0.0,16,120,1,1,0,515.76,178.36,337.4,4.07
REQ-10178,2026-04-13,2026-04-13,Web Form,Billing,Invoice Correction,Small Business,High,Closed,2.72,17.46,4,36,1,1,0,280,151.44,128.56,4.52
REQ-10612,2026-04-13,2026-04-13,Phone,Billing,Billing Question,Student,Normal,Closed,2.62,92.74,8,72,1,0,1,301.91,191.2,110.71,3.95
REQ-10077,2026-04-14,2026-04-13,Web Form,Admin Operations,Vendor Record Update,Student,Urgent,Closed,1.4,3.03,2,24,1,1,0,192.56,105.27,87.29,3.8
REQ-10354,2026-04-14,2026-04-13,Walk-In,Scheduling,Appointment Change,Internal Staff,Low,Closed,4.2,54.04,16,120,1,1,0,219.2,113.78,105.42,4.01
REQ-10437,2026-04-14,2026-04-13,Referral,Data & Reporting,Dashboard Request,Unknown,Low,In Progress,3.46,0.0,16,120,1,1,0,850,322.34,527.66,4.11
REQ-10635,2026-04-14,2026-04-13,Referral,Scheduling,Appointment Change,Internal Staff,Normal,Closed,4.17,11.3,8,72,1,1,1,187.05,85.48,101.57,4.11
REQ-10079,2026-04-15,2026-04-13,Email,Billing,Invoice Correction,Internal Staff,High,Closed,2.14,25.34,4,36,1,1,0,339.04,110.04,229.0,4.42
REQ-10410,2026-04-15,2026-04-13,Web Form,Systems Operations,Automation Request,Vendor,Low,Closed,4.2,27.7,16,120,1,1,0,1200,438.23,761.77,4.1
REQ-10595,2026-04-15,2026-04-13,Phone,Billing,Billing Question,Parent,Low,Open,4.58,0.0,16,120,1,1,0,204.52,97.95,106.57,4.04
REQ-10634,2026-04-15,2026-04-13,Web Form,Admin Operations,Vendor Record Update,Small Business,High,Closed,2.1,6.77,4,36,1,1,0,180,65.73,114.27,4.64
REQ-10098,2026-04-16,2026-04-13,Web Form,Admin Operations,Vendor Record Update,Small Business,Normal,Closed,3.03,19.97,8,72,1,1,0,191.43,59.91,131.52,4.48
REQ-10294,2026-04-16,2026-04-13,Email,Admin Operations,Vendor Record Update,Vendor,High,In Progress,3.17,0.0,4,36,1,1,1,134.3,45.37,88.93,3.86
REQ-10030,2026-04-17,2026-04-13,Referral,Billing,Invoice Correction,Vendor,Normal,Closed,3.33,45.5,8,72,1,1,0,280,117.74,162.26,4.0
REQ-10038,2026-04-17,2026-04-13,Phone,IT Support,Account Setup,Small Business,Low,Closed,1.8,12.32,16,120,1,1,1,396.56,231.28,165.28,4.26
REQ-10039,2026-04-17,2026-04-13,Referral,Admin Operations,Vendor Record Update,Student,Normal,In Progress,4.1,0.0,8,72,1,1,0,165.25,78.62,86.63,4.26
REQ-10224,2026-04-17,2026-04-13,Phone,Data & Reporting,Dashboard Request,Parent,Low,Open,1.87,0.0,16,120,1,1,0,646.69,208.62,438.07,4.35
REQ-10325,2026-04-17,2026-04-13,Email,Data & Reporting,Data Export,Parent,Normal,Closed,4.31,30.6,8,72,1,1,0,438.95,108.93,330.02,3.8
REQ-10363,2026-04-17,2026-04-13,Web Form,Scheduling,Appointment Change,Vendor,Normal,In Progress,3.05,0.0,8,72,1,1,0,141.78,55.39,86.39,4.09
REQ-10398,2026-04-17,2026-04-13,Web Form,Billing,Billing Question,Parent,Normal,Closed,4.02,10.05,8,72,1,1,1,273.77,137.62,136.15,3.8
REQ-10462,2026-04-17,2026-04-13,Phone,Client Success,Service Follow-Up,Unknown,High,In Progress,0.59,0.0,4,36,1,1,0,276.39,61.65,214.74,4.34
REQ-10530,2026-04-17,2026-04-13,Phone,Billing,Billing Question,Vendor,Normal,Closed,1.76,9.77,8,72,1,1,0,268.39,93.94,174.45,4.35
REQ-10336,2026-04-18,2026-04-13,Web Form,Systems Operations,Intake Form Issue,Internal Staff,High,Open,1.44,0.0,4,36,1,1,1,445.12,255.23,189.89,4.1
REQ-10406,2026-04-18,2026-04-13,Email,Systems Operations,Automation Request,Small Business,High,Closed,2.91,27.86,4,36,1,1,0,1022.09,441.86,580.23,4.13
REQ-10426,2026-04-18,2026-04-13,Walk-In,Data & Reporting,Data Export,Parent,Normal,Closed,1.3,13.23,8,72,1,1,0,520.69,248.52,272.17,4.6
REQ-10499,2026-04-18,2026-04-13,Email,Admin Operations,Vendor Record Update,Parent,High,Open,1.94,0.0,4,36,1,1,0,231.77,75.19,156.58,4.08
REQ-10509,2026-04-18,2026-04-13,Email,Admin Operations,Vendor Record Update,Small Business,Normal,In Progress,6.11,0.0,8,72,1,1,0,223.04,94.17,128.87,4.13
REQ-10547,2026-04-18,2026-04-13,Phone,Admin Operations,Vendor Record Update,Internal Staff,Normal,Open,3.35,0.0,8,72,1,1,0,167.88,64.38,103.5,4.2
REQ-10550,2026-04-18,2026-04-13,Walk-In,Data & Reporting,Dashboard Request,Student,Normal,Closed,5.2,10.99,8,72,1,1,0,797.0,223.8,573.2,4.18
REQ-10560,2026-04-19,2026-04-13,Email,Billing,Invoice Correction,Small Business,High,Closed,7.22,6.14,4,36,0,1,0,295.49,90.23,205.26,4.4
REQ-10355,2026-04-20,2026-04-20,Email,Data & Reporting,Dashboard Request,Small Business,Low,Open,8.47,0.0,16,120,1,1,0,1171.32,459.6,711.72,4.15
REQ-10419,2026-04-20,2026-04-20,Phone,Systems Operations,Automation Request,Small Business,Normal,In Progress,0.8,0.0,8,72,1,1,1,865.38,302.88,562.5,3.92
REQ-10433,2026-04-20,2026-04-20,Referral,Data & Reporting,Dashboard Request,Vendor,Normal,Closed,1.67,16.96,8,72,1,1,1,715.29,478.98,236.31,4.24
REQ-10456,2026-04-20,2026-04-20,Email,Client Success,Service Follow-Up,Internal Staff,Normal,In Progress,3.05,0.0,8,72,1,1,0,308.74,126.44,182.3,4.04
REQ-10614,2026-04-20,2026-04-20,Web Form,IT Support,Account Setup,Parent,High,Closed,2.4,5.28,4,36,1,1,0,280.66,115.91,164.75,4.55
REQ-10102,2026-04-21,2026-04-20,Web Form,Scheduling,Appointment Change,Vendor,Urgent,Open,1.14,0.0,2,24,1,1,0,129.89,45.46,84.43,4.4
REQ-10117,2026-04-21,2026-04-20,Web Form,Systems Operations,Intake Form Issue,Internal Staff,Normal,In Progress,5.82,0.0,8,72,1,1,1,515.27,193.61,321.66,3.93
REQ-10191,2026-04-21,2026-04-20,Web Form,Systems Operations,Intake Form Issue,Vendor,Normal,In Progress,2.8,0.0,8,72,1,1,0,411.09,198.91,212.18,4.09
REQ-10258,2026-04-21,2026-04-20,Walk-In,Billing,Billing Question,Parent,Normal,Open,1.32,0.0,8,72,1,1,0,166.9,71.28,95.62,4.19
REQ-10305,2026-04-21,2026-04-20,Email,Data & Reporting,Data Export,Student,Normal,Closed,4.02,9.53,8,72,1,1,0,414.11,131.02,283.09,4.44
REQ-10357,2026-04-21,2026-04-20,Referral,Client Success,Service Follow-Up,Parent,Low,Open,6.21,0.0,16,120,1,1,0,328.39,180.48,147.91,4.12
REQ-10438,2026-04-21,2026-04-20,Referral,Systems Operations,Intake Form Issue,Parent,Normal,Closed,2.14,24.05,8,72,1,1,0,501.9,257.24,244.66,4.31
REQ-10239,2026-04-22,2026-04-20,Email,Client Success,Service Follow-Up,Internal Staff,Normal,Closed,4.52,5.32,8,72,1,1,0,326.67,112.63,214.04,4.46
REQ-10316,2026-04-22,2026-04-20,Referral,Billing,Billing Question,Parent,Low,Closed,5.52,8.47,16,120,1,1,0,269.13,129.8,139.33,4.52
REQ-10052,2026-04-23,2026-04-20,Web Form,Scheduling,Appointment Change,Parent,Low,Closed,7.12,15.5,16,120,1,1,0,160,88.73,71.27,4.12
REQ-10054,2026-04-23,2026-04-20,Walk-In,Systems Operations,Automation Request,Vendor,High,Closed,1.92,9.68,4,36,1,1,0,1581.25,638.98,942.27,4.35
REQ-10129,2026-04-23,2026-04-20,Email,Billing,Billing Question,Vendor,High,In Progress,3.09,0.0,4,36,1,1,0,210,73.5,136.5,4.24
REQ-10253,2026-04-23,2026-04-20,Walk-In,Data & Reporting,Data Export,Parent,Urgent,Closed,0.5,5.03,2,24,1,1,0,554.23,233.55,320.68,4.73
REQ-10266,2026-04-23,2026-04-20,Web Form,Data & Reporting,General Request,Student,Normal,Closed,1.47,14.1,8,72,1,1,0,626.56,168.75,457.81,4.61
REQ-10356,2026-04-23,2026-04-20,Email,Admin Operations,General Request,Vendor,Normal,Closed,12.59,13.79,8,72,0,1,0,160.96,81.83,79.13,4.22
REQ-10558,2026-04-23,2026-04-20,Referral,Client Success,Service Follow-Up,Small Business,Normal,Closed,3.05,8.75,8,72,1,1,0,213.2,92.12,121.08,4.4
REQ-10616,2026-04-23,2026-04-20,Web Form,Billing,Invoice Correction,Parent,Low,Closed,8.03,10.41,16,120,1,1,0,232.72,59.42,173.3,4.38
REQ-10211,2026-04-24,2026-04-20,Email,Systems Operations,Intake Form Issue,Parent,Normal,Closed,2.49,14.44,8,72,1,1,1,467.81,163.73,304.08,4.01
REQ-10326,2026-04-24,2026-04-20,Email,Billing,Billing Question,Vendor,Low,Open,3.87,0.0,16,120,1,1,0,262.38,73.88,188.5,4.13
REQ-10351,2026-04-24,2026-04-20,Email,IT Support,Account Setup,Small Business,Normal,Open,14.16,0.0,8,72,0,1,0,322.23,132.77,189.46,3.86
