ticket_id,request_date,channel,department,request_type,customer_type,priority,status,response_hours,resolution_hours,rework_required,revenue_value,cost_estimate,satisfaction_score
REQ-10094,03/28/2026,Walk-In,Data & Reporting,Dashboard Request,Internal Staff,Low,Closed,1.78, 18.1 ,1,1133.67,531.19,4.10
REQ-10184,Mar 05 2026,Web Form,Client Success,Service Follow-Up,,Low,Done,3.12,9.00,true,265.53,134.46,4.22
REQ-10331,Jan 21 2026,Online Form,Billing,Billing Question,Small Business,High,Closed,2.47,9.92,false,,79.58,4.54
REQ-10100,02/02/2026,Walk-In,Client Success,Service Follow-Up,Vendor,Normal,Closed,4.21,93.16,0, 302.2 ,89.38,4.36
REQ-10510,02/22/2026,E-mail,Client Success,Service Follow-Up,Small Business,Normal,In Progress, 12.7 ,0.00,0,312.56,90.54,4.04
REQ-10234,02/19/2026,Web Form,Data & Reporting,Data Export,Small Business,High,Closed,,10.45,0,480.75,,4.46
REQ-10117,Apr 21 2026,Web Form,Systems Operations,Intake Form Issue,Internal Staff,Normal,In Progress,5.82,0.00,true,515.27,193.61,3.93
REQ-10496,2026-02-15,Referral,Billing,Billing Question,Student,Low,Done,5.54,15.62,no,152.91,79.18,4.26
REQ-10277,03/15/2026,Phone,Data & Reporting,Data Export,Vendor,High,Closed,1.01,6.43,N,630.65,234.04,4.50
REQ-10029,03/16/2026,Email,Data & Reporting,Dashboard Request,Internal Staff,Urgent,Closed,0.53,4.50,Y,1177.62,697.95,4.21
REQ-10074,2026-03-27,Referral,Scheduling,Appointment Change,Parent,Normal,Closed,3.08,20.58,N,,56.53,4.27
REQ-10262,2026-03-07,Web Form,Billing,Billing Question,Parent,Normal,Closed,,14.14,no,196.13,59.56,4.28
REQ-10400,Jan 22 2026,Referral,Scheduling,Appointment Change,Internal Staff,Normal,Closed,4.55,8.27,N,135.53,57.57,4.43
REQ-10372,Mar 10 2026,Phone,Billing,Billing Question,Vendor,Normal,Closed,3.04,22.57,0, 176.5 ,85.18,4.26
REQ-10602,04/05/2026,Walk-In,Billing,Billing Question,Parent,Normal,Closed,3.95,12.04,Y,231.10,99.86, 3.9 
REQ-10188,Feb 28 2026,Walk-In,Scheduling,Appointment Change,Student,Normal,Closed,3.55,14.21,no,123.61,34.52,4.27
REQ-10027,Mar 08 2026,Web Form,Data & Reporting,Data Export,Parent,High,Closed,1.43,,false,510.92,238.05,4.47
REQ-10304,Feb 20 2026,Walk-In,Billing,Invoice Correction,Internal Staff,Normal,Closed,3.06,15.80,Y,307.25,152.32,4.13
REQ-10075,01/24/2026,Phone,Data & Reporting,Data Export,Internal Staff,Normal,closed,3.32, 10.3 ,yes,636.73,429.84,4.09
REQ-10459,Mar 30 2026,Email,Billing,Billing Question,Internal Staff,High,Closed,1.92,8.07,false,153.19, 64.5 ,4.49
REQ-10264,Mar 17 2026,Walk-In,Scheduling,Appointment Change,Vendor,High,Closed,1.41,6.92,Y,200.59,74.46,4.03
REQ-10170,Mar 29 2026,Email,IT Support,Account Setup,Parent,Normal,Closed,3.63,23.09,N,256.01,80.73,
REQ-10176,2026-01-08,Web Form,Client Success,Service Follow-Up,Internal Staff,Normal,Working,2.05,0.00,false,263.90,124.91,4.15
REQ-10061,Mar 21 2026,Web Form,Billing,Invoice Correction,Small Business,Normal,Closed,2.10,2.90,N,352.39,,-4.53
REQ-10182,Mar 20 2026,Web Form,Billing,Invoice Correction,Vendor,Low,Closed,5.80,21.13,N,393.02,102.92,
